 239 calc Vs depth= 50. km, T= 856.3 Vs=4.495 km s-1
 239 calc Vs depth= 50. km, T= 870.0 Vs=4.492 km s-1
 239 calc Vs depth= 50. km, T= 884.1 Vs=4.488 km s-1
 239 calc Vs depth= 50. km, T= 898.2 Vs=4.485 km s-1
 239 calc Vs depth= 50. km, T= 914.3 Vs=4.480 km s-1
 239 calc Vs depth= 50. km, T= 930.3 Vs=4.476 km s-1
 239 calc Vs depth= 50. km, T= 945.9 Vs=4.472 km s-1
 239 calc Vs depth= 50. km, T= 962.9 Vs=4.468 km s-1
 239 calc Vs depth= 50. km, T= 979.7 Vs=4.463 km s-1
 239 calc Vs depth= 50. km, T= 998.2 Vs=4.458 km s-1
 239 calc Vs depth= 50. km, T=1016.6 Vs=4.453 km s-1
 239 calc Vs depth= 50. km, T=1035.4 Vs=4.447 km s-1
 239 calc Vs depth= 50. km, T=1055.7 Vs=4.441 km s-1
 239 calc Vs depth= 50. km, T=1074.4 Vs=4.435 km s-1
 239 calc Vs depth= 50. km, T=1099.4 Vs=4.426 km s-1
 239 calc Vs depth= 50. km, T=1118.1 Vs=4.419 km s-1
 239 calc Vs depth= 50. km, T=1141.3 Vs=4.408 km s-1
 239 calc Vs depth= 50. km, T=1164.1 Vs=4.397 km s-1
 239 calc Vs depth= 50. km, T=1183.8 Vs=4.385 km s-1
 239 calc Vs depth= 50. km, T=1205.6 Vs=4.370 km s-1
 239 calc Vs depth= 50. km, T=1226.0 Vs=4.353 km s-1
 239 calc Vs depth= 50. km, T=1245.4 Vs=4.334 km s-1
 239 calc Vs depth= 50. km, T=1265.5 Vs=4.310 km s-1
 239 calc Vs depth= 50. km, T=1282.6 Vs=4.287 km s-1
 239 calc Vs depth= 50. km, T=1296.7 Vs=4.265 km s-1
 239 calc Vs depth= 50. km, T=1308.4 Vs=4.244 km s-1
 239 calc Vs depth= 50. km, T=1316.1 Vs=4.229 km s-1
 239 calc Vs depth= 50. km, T=1320.7 Vs=4.220 km s-1
 239 calc Vs depth= 70. km, T= 957.1 Vs=4.506 km s-1
 239 calc Vs depth= 70. km, T= 957.3 Vs=4.506 km s-1
 239 calc Vs depth= 70. km, T= 957.8 Vs=4.505 km s-1
 239 calc Vs depth= 70. km, T= 958.6 Vs=4.505 km s-1
 239 calc Vs depth= 70. km, T= 959.4 Vs=4.505 km s-1
 239 calc Vs depth= 70. km, T= 960.1 Vs=4.505 km s-1
 239 calc Vs depth= 70. km, T= 960.7 Vs=4.505 km s-1
 239 calc Vs depth= 70. km, T= 961.6 Vs=4.504 km s-1
 239 calc Vs depth= 70. km, T= 962.5 Vs=4.504 km s-1
 239 calc Vs depth= 70. km, T= 963.3 Vs=4.504 km s-1
 239 calc Vs depth= 70. km, T= 964.0 Vs=4.504 km s-1
 239 calc Vs depth= 70. km, T= 965.1 Vs=4.504 km s-1
 239 calc Vs depth= 70. km, T= 965.9 Vs=4.503 km s-1
 239 calc Vs depth= 70. km, T= 967.1 Vs=4.503 km s-1
 239 calc Vs depth= 70. km, T= 968.0 Vs=4.503 km s-1
 239 calc Vs depth= 70. km, T= 969.2 Vs=4.503 km s-1
 239 calc Vs depth= 70. km, T= 970.4 Vs=4.502 km s-1
 239 calc Vs depth= 70. km, T= 971.7 Vs=4.502 km s-1
 239 calc Vs depth= 70. km, T= 973.0 Vs=4.502 km s-1
 239 calc Vs depth= 70. km, T= 974.8 Vs=4.501 km s-1
 239 calc Vs depth= 70. km, T= 976.5 Vs=4.501 km s-1
 239 calc Vs depth= 70. km, T= 978.1 Vs=4.500 km s-1
 239 calc Vs depth= 70. km, T= 979.8 Vs=4.500 km s-1
 239 calc Vs depth= 70. km, T= 981.7 Vs=4.499 km s-1
 239 calc Vs depth= 70. km, T= 984.1 Vs=4.499 km s-1
 239 calc Vs depth= 70. km, T= 986.2 Vs=4.498 km s-1
 239 calc Vs depth= 70. km, T= 988.4 Vs=4.497 km s-1
 239 calc Vs depth= 70. km, T= 990.7 Vs=4.497 km s-1
 239 calc Vs depth= 70. km, T= 993.2 Vs=4.496 km s-1
 239 calc Vs depth= 70. km, T= 995.9 Vs=4.495 km s-1
 239 calc Vs depth= 70. km, T= 998.5 Vs=4.495 km s-1
 239 calc Vs depth= 70. km, T=1001.6 Vs=4.494 km s-1
 239 calc Vs depth= 70. km, T=1005.0 Vs=4.493 km s-1
 239 calc Vs depth= 70. km, T=1008.0 Vs=4.492 km s-1
 239 calc Vs depth= 70. km, T=1011.2 Vs=4.491 km s-1
 239 calc Vs depth= 70. km, T=1014.8 Vs=4.490 km s-1
 239 calc Vs depth= 70. km, T=1018.6 Vs=4.489 km s-1
 239 calc Vs depth= 70. km, T=1022.2 Vs=4.488 km s-1
 239 calc Vs depth= 70. km, T=1026.2 Vs=4.487 km s-1
 239 calc Vs depth= 70. km, T=1030.5 Vs=4.486 km s-1
 239 calc Vs depth= 70. km, T=1035.2 Vs=4.485 km s-1
 239 calc Vs depth= 70. km, T=1040.4 Vs=4.483 km s-1
 239 calc Vs depth= 70. km, T=1045.3 Vs=4.482 km s-1
 239 calc Vs depth= 70. km, T=1050.1 Vs=4.480 km s-1
 239 calc Vs depth= 70. km, T=1056.2 Vs=4.478 km s-1
 239 calc Vs depth= 70. km, T=1061.6 Vs=4.477 km s-1
 239 calc Vs depth= 70. km, T=1066.9 Vs=4.475 km s-1
 239 calc Vs depth= 70. km, T=1073.0 Vs=4.473 km s-1
 239 calc Vs depth= 70. km, T=1079.6 Vs=4.471 km s-1
 239 calc Vs depth= 70. km, T=1086.2 Vs=4.469 km s-1
 239 calc Vs depth= 70. km, T=1093.6 Vs=4.467 km s-1
 239 calc Vs depth= 70. km, T=1099.9 Vs=4.465 km s-1
 239 calc Vs depth= 70. km, T=1107.8 Vs=4.462 km s-1
 239 calc Vs depth= 70. km, T=1115.7 Vs=4.459 km s-1
 239 calc Vs depth= 70. km, T=1123.1 Vs=4.456 km s-1
 239 calc Vs depth= 70. km, T=1132.0 Vs=4.453 km s-1
 239 calc Vs depth= 70. km, T=1140.8 Vs=4.449 km s-1
 239 calc Vs depth= 70. km, T=1149.3 Vs=4.446 km s-1
 239 calc Vs depth= 70. km, T=1158.9 Vs=4.442 km s-1
 239 calc Vs depth= 70. km, T=1168.4 Vs=4.437 km s-1
 239 calc Vs depth= 70. km, T=1177.8 Vs=4.432 km s-1
 239 calc Vs depth= 70. km, T=1188.2 Vs=4.427 km s-1
 239 calc Vs depth= 70. km, T=1198.7 Vs=4.421 km s-1
 239 calc Vs depth= 70. km, T=1208.5 Vs=4.415 km s-1
 239 calc Vs depth= 70. km, T=1218.7 Vs=4.408 km s-1
 239 calc Vs depth= 70. km, T=1228.6 Vs=4.401 km s-1
 239 calc Vs depth= 70. km, T=1239.4 Vs=4.392 km s-1
 239 calc Vs depth= 70. km, T=1249.6 Vs=4.384 km s-1
 239 calc Vs depth= 70. km, T=1259.5 Vs=4.375 km s-1
 239 calc Vs depth= 70. km, T=1269.9 Vs=4.364 km s-1
 239 calc Vs depth= 70. km, T=1279.0 Vs=4.354 km s-1
 239 calc Vs depth= 70. km, T=1290.6 Vs=4.340 km s-1
 239 calc Vs depth= 70. km, T=1298.7 Vs=4.330 km s-1
 239 calc Vs depth= 70. km, T=1308.0 Vs=4.317 km s-1
 239 calc Vs depth= 70. km, T=1316.4 Vs=4.304 km s-1
 239 calc Vs depth= 70. km, T=1323.0 Vs=4.293 km s-1
 239 calc Vs depth= 70. km, T=1329.5 Vs=4.282 km s-1
 239 calc Vs depth= 70. km, T=1334.9 Vs=4.273 km s-1
 239 calc Vs depth= 70. km, T=1339.4 Vs=4.264 km s-1
 239 calc Vs depth= 70. km, T=1343.2 Vs=4.257 km s-1
 239 calc Vs depth= 70. km, T=1345.9 Vs=4.252 km s-1
 239 calc Vs depth= 70. km, T=1347.9 Vs=4.248 km s-1
 239 calc Vs depth= 70. km, T=1349.5 Vs=4.245 km s-1
 241 calc av Vs depth=230. km, T=1437.0 Vs=4.543 km s-1
 241 calc av Vs depth=250. km, T=1448.0 Vs=4.568 km s-1
 241 calc av Vs depth=275. km, T=1461.0 Vs=4.596 km s-1
 241 calc av Vs depth=300. km, T=1475.0 Vs=4.619 km s-1
 241 calc av Vs depth=325. km, T=1488.0 Vs=4.640 km s-1
 241 calc av Vs depth=350. km, T=1502.0 Vs=4.655 km s-1

